日期,商品名称,分类,单价,销量,销售额,成本,利润
2025-05-27,碎花连衣裙,女装,113.34,14,1586.76,750.51,836.25
2025-05-27,高腰阔腿裤,女装,77.02,49,3773.98,1852.65,1921.33
2025-05-27,针织开衫,女装,317.35,11,3490.85,1934.55,1556.3
2025-05-27,牛仔短裙,女装,493.58,27,13326.66,7821.26,5505.4
2025-05-27,保湿面霜,美妆,430.13,43,18495.59,12487.44,6008.15
2025-05-27,眼线笔,美妆,421.85,25,10546.25,4700.58,5845.67
2025-05-27,卸妆油,美妆,29.93,48,1436.64,599.63,837.01
2025-05-27,无线蓝牙耳机,数码,75.3,3,225.9,126.0,99.9
2025-05-27,快充充电器,数码,333.84,21,7010.64,4391.31,2619.33
2025-05-27,手机支架,数码,220.37,45,9916.65,3771.23,6145.42
2025-05-27,USB-C 数据线,数码,136.51,40,5460.4,2477.51,2982.89
2025-05-27,屏幕清洁套装,数码,266.39,4,1065.56,362.05,703.51
2025-05-27,遮光窗帘,家居,392.89,4,1571.56,727.16,844.4
2025-05-27,收纳箱三件套,家居,393.86,6,2363.16,1516.53,846.63
2025-05-27,香薰蜡烛,家居,212.51,3,637.53,431.54,205.99
2025-05-27,桌布套装,家居,297.05,3,891.15,392.92,498.23
2025-05-28,碎花连衣裙,女装,355.16,19,6748.04,2554.55,4193.49
2025-05-28,针织开衫,女装,176.54,24,4236.96,2684.8,1552.16
2025-05-28,牛仔短裙,女装,135.2,16,2163.2,1073.96,1089.24
2025-05-28,保湿面霜,美妆,292.9,6,1757.4,956.59,800.81
2025-05-28,防晒喷雾,美妆,217.68,4,870.72,490.23,380.49
2025-05-28,口红套装,美妆,20.87,42,876.54,430.74,445.8
2025-05-28,卸妆油,美妆,310.86,15,4662.9,2712.4,1950.5
2025-05-28,无线蓝牙耳机,数码,62.89,26,1635.14,982.36,652.78
2025-05-28,快充充电器,数码,400.98,3,1202.94,734.11,468.83
2025-05-28,手机支架,数码,97.54,46,4486.84,1618.16,2868.68
2025-05-28,USB-C 数据线,数码,39.7,42,1667.4,510.26,1157.14
2025-05-28,屏幕清洁套装,数码,182.98,37,6770.26,3587.33,3182.93
2025-05-28,遮光窗帘,家居,438.13,30,13143.9,5797.54,7346.36
2025-05-28,收纳箱三件套,家居,394.0,12,4728.0,2331.87,2396.13
2025-05-28,香薰蜡烛,家居,44.82,16,717.12,263.89,453.23
2025-05-28,桌布套装,家居,252.23,6,1513.38,656.56,856.82
2025-05-29,针织开衫,女装,101.35,9,912.15,506.4,405.75
2025-05-29,牛仔短裙,女装,117.3,10,1173.0,535.67,637.33
2025-05-29,雪纺衬衫,女装,78.58,13,1021.54,388.69,632.85
2025-05-29,保湿面霜,美妆,48.73,27,1315.71,912.97,402.74
2025-05-29,防晒喷雾,美妆,494.67,9,4452.03,1649.73,2802.3
2025-05-29,口红套装,美妆,267.07,47,12552.29,7090.63,5461.66
2025-05-29,无线蓝牙耳机,数码,78.74,1,78.74,53.06,25.68
2025-05-29,手机支架,数码,53.15,35,1860.25,1235.14,625.11
2025-05-29,乳胶枕头,家居,96.26,24,2310.24,757.04,1553.2
2025-05-29,遮光窗帘,家居,420.34,32,13450.88,6045.63,7405.25
2025-05-29,收纳箱三件套,家居,139.89,25,3497.25,2277.04,1220.21
2025-05-29,香薰蜡烛,家居,99.85,12,1198.2,507.4,690.8
2025-05-29,桌布套装,家居,378.46,35,13246.1,6204.67,7041.43
2025-05-30,碎花连衣裙,女装,182.73,39,7126.47,2960.61,4165.86
2025-05-30,高腰阔腿裤,女装,181.75,27,4907.25,1508.79,3398.46
2025-05-30,牛仔短裙,女装,331.32,23,7620.36,2546.79,5073.57
2025-05-30,雪纺衬衫,女装,459.97,35,16098.95,7531.84,8567.11
2025-05-30,保湿面霜,美妆,231.9,11,2550.9,989.19,1561.71
2025-05-30,防晒喷雾,美妆,342.02,44,15048.88,7901.3,7147.58
2025-05-30,眼线笔,美妆,159.71,33,5270.43,3163.29,2107.14
2025-05-30,卸妆油,美妆,479.93,31,14877.83,7532.37,7345.46
2025-05-30,无线蓝牙耳机,数码,382.02,38,14516.76,8465.98,6050.78
2025-05-30,快充充电器,数码,413.17,50,20658.5,13595.54,7062.96
2025-05-30,手机支架,数码,446.48,9,4018.32,1629.97,2388.35
2025-05-30,USB-C 数据线,数码,403.95,36,14542.2,6676.96,7865.24
2025-05-30,屏幕清洁套装,数码,332.84,30,9985.2,4118.97,5866.23
2025-05-30,乳胶枕头,家居,90.51,48,4344.48,2823.73,1520.75
2025-05-30,遮光窗帘,家居,484.15,47,22755.05,13478.5,9276.55
2025-05-30,收纳箱三件套,家居,340.74,1,340.74,234.74,106.0
2025-05-30,桌布套装,家居,456.54,9,4108.86,1949.96,2158.9
2025-05-31,碎花连衣裙,女装,155.26,2,310.52,170.4,140.12
2025-05-31,高腰阔腿裤,女装,488.81,4,1955.24,897.22,1058.02
2025-05-31,针织开衫,女装,494.57,30,14837.1,4496.27,10340.83
2025-05-31,牛仔短裙,女装,467.21,2,934.42,307.48,626.94
2025-05-31,保湿面霜,美妆,305.78,26,7950.28,5476.69,2473.59
2025-05-31,防晒喷雾,美妆,274.57,5,1372.85,632.29,740.56
2025-05-31,眼线笔,美妆,150.7,28,4219.6,2220.61,1998.99
2025-05-31,卸妆油,美妆,324.78,8,2598.24,1417.04,1181.2
2025-05-31,无线蓝牙耳机,数码,77.73,20,1554.6,1011.78,542.82
2025-05-31,屏幕清洁套装,数码,388.27,27,10483.29,6987.75,3495.54
2025-05-31,乳胶枕头,家居,101.86,42,4278.12,1602.36,2675.76
2025-05-31,遮光窗帘,家居,263.86,43,11345.98,7708.29,3637.69
2025-05-31,收纳箱三件套,家居,48.1,42,2020.2,1369.57,650.63
2025-05-31,香薰蜡烛,家居,250.54,31,7766.74,3118.09,4648.65
2025-06-01,针织开衫,女装,346.67,9,3120.03,2121.95,998.08
2025-06-01,牛仔短裙,女装,360.08,9,3240.72,1163.29,2077.43
2025-06-01,雪纺衬衫,女装,336.15,9,3025.35,1187.35,1838.0
2025-06-01,保湿面霜,美妆,270.14,14,3781.96,2641.84,1140.12
2025-06-01,眼线笔,美妆,210.43,13,2735.59,1046.01,1689.58
2025-06-01,卸妆油,美妆,304.48,16,4871.68,1871.37,3000.31
2025-06-01,快充充电器,数码,280.48,4,1121.92,712.95,408.97
2025-06-01,手机支架,数码,113.87,25,2846.75,888.61,1958.14
2025-06-01,USB-C 数据线,数码,436.15,42,18318.3,11422.37,6895.93
2025-06-01,乳胶枕头,家居,193.22,22,4250.84,2364.97,1885.87
2025-06-01,香薰蜡烛,家居,177.16,26,4606.16,2269.59,2336.57
2025-06-01,桌布套装,家居,168.44,14,2358.16,1628.48,729.68
2025-06-02,针织开衫,女装,451.6,32,14451.2,4475.95,9975.25
2025-06-02,雪纺衬衫,女装,175.22,4,700.88,356.83,344.05
2025-06-02,保湿面霜,美妆,442.67,24,10624.08,5742.15,4881.93
2025-06-02,防晒喷雾,美妆,394.04,34,13397.36,4069.64,9327.72
2025-06-02,口红套装,美妆,423.78,19,8051.82,5486.3,2565.52
2025-06-02,快充充电器,数码,69.28,11,762.08,362.4,399.68
2025-06-02,手机支架,数码,462.08,36,16634.88,7339.52,9295.36
2025-06-02,屏幕清洁套装,数码,465.47,11,5120.17,2631.03,2489.14
2025-06-02,乳胶枕头,家居,160.15,37,5925.55,3142.19,2783.36
2025-06-02,遮光窗帘,家居,299.74,15,4496.1,1867.52,2628.58
2025-06-02,香薰蜡烛,家居,423.06,19,8038.14,3783.56,4254.58
2025-06-03,碎花连衣裙,女装,321.63,18,5789.34,2845.96,2943.38
2025-06-03,高腰阔腿裤,女装,273.35,34,9293.9,3481.54,5812.36
2025-06-03,针织开衫,女装,314.3,33,10371.9,4443.3,5928.6
2025-06-03,牛仔短裙,女装,248.27,19,4717.13,3195.5,1521.63
2025-06-03,雪纺衬衫,女装,161.13,20,3222.6,1634.81,1587.79
2025-06-03,保湿面霜,美妆,375.4,48,18019.2,10286.98,7732.22
2025-06-03,防晒喷雾,美妆,151.03,21,3171.63,1656.36,1515.27
2025-06-03,口红套装,美妆,71.87,4,287.48,122.96,164.52
2025-06-03,眼线笔,美妆,497.68,5,2488.4,1492.86,995.54
2025-06-03,无线蓝牙耳机,数码,132.7,18,2388.6,1022.42,1366.18
2025-06-03,快充充电器,数码,334.37,36,12037.32,5509.29,6528.03
2025-06-03,乳胶枕头,家居,377.47,36,13588.92,8708.12,4880.8
2025-06-03,香薰蜡烛,家居,16.47,27,444.69,182.39,262.3
2025-06-04,碎花连衣裙,女装,299.09,15,4486.35,2958.56,1527.79
2025-06-04,高腰阔腿裤,女装,191.88,5,959.4,450.56,508.84
2025-06-04,针织开衫,女装,60.85,33,2008.05,1263.09,744.96
2025-06-04,雪纺衬衫,女装,15.71,10,157.1,94.43,62.67
2025-06-04,眼线笔,美妆,421.84,25,10546.0,7102.73,3443.27
2025-06-04,卸妆油,美妆,323.79,19,6152.01,2784.65,3367.36
2025-06-04,快充充电器,数码,101.91,9,917.19,485.45,431.74
2025-06-04,手机支架,数码,220.59,16,3529.44,2024.57,1504.87
2025-06-04,屏幕清洁套装,数码,51.32,29,1488.28,613.67,874.61
2025-06-04,收纳箱三件套,家居,398.95,26,10372.7,6351.37,4021.33
2025-06-04,香薰蜡烛,家居,233.8,6,1402.8,712.82,689.98
2025-06-04,桌布套装,家居,245.1,30,7353.0,3272.53,4080.47
2025-06-05,碎花连衣裙,女装,379.01,48,18192.48,7935.33,10257.15
2025-06-05,针织开衫,女装,137.29,4,549.16,328.92,220.24
2025-06-05,牛仔短裙,女装,465.66,18,8381.88,4703.57,3678.31
2025-06-05,雪纺衬衫,女装,460.93,49,22585.57,7649.4,14936.17
2025-06-05,防晒喷雾,美妆,61.88,32,1980.16,890.71,1089.45
2025-06-05,眼线笔,美妆,40.02,16,640.32,443.05,197.27
2025-06-05,无线蓝牙耳机,数码,289.1,31,8962.1,5721.71,3240.39
2025-06-05,屏幕清洁套装,数码,279.74,29,8112.46,5589.36,2523.1
2025-06-05,乳胶枕头,家居,206.54,25,5163.5,1622.66,3540.84
2025-06-05,遮光窗帘,家居,388.28,30,11648.4,5840.01,5808.39
2025-06-05,收纳箱三件套,家居,446.15,8,3569.2,2028.3,1540.9
2025-06-05,香薰蜡烛,家居,62.46,25,1561.5,722.15,839.35
2025-06-06,碎花连衣裙,女装,491.86,19,9345.34,6074.72,3270.62
2025-06-06,针织开衫,女装,135.11,47,6350.17,3562.08,2788.09
2025-06-06,牛仔短裙,女装,145.02,5,725.1,384.64,340.46
2025-06-06,雪纺衬衫,女装,491.05,23,11294.15,6805.01,4489.14
2025-06-06,保湿面霜,美妆,133.01,11,1463.11,511.19,951.92
2025-06-06,防晒喷雾,美妆,385.86,34,13119.24,5480.25,7638.99
2025-06-06,口红套装,美妆,302.75,46,13926.5,9114.84,4811.66
2025-06-06,卸妆油,美妆,201.95,32,6462.4,2297.05,4165.35
2025-06-06,无线蓝牙耳机,数码,217.55,24,5221.2,3244.25,1976.95
2025-06-06,快充充电器,数码,467.67,47,21980.49,15380.42,6600.07
2025-06-06,手机支架,数码,311.46,16,4983.36,2744.29,2239.07
2025-06-06,USB-C 数据线,数码,261.29,29,7577.41,5264.51,2312.9
2025-06-07,碎花连衣裙,女装,59.43,40,2377.2,1345.91,1031.29
2025-06-07,高腰阔腿裤,女装,322.7,3,968.1,534.79,433.31
2025-06-07,针织开衫,女装,271.09,7,1897.63,1315.06,582.57
2025-06-07,牛仔短裙,女装,400.84,25,10021.0,6906.74,3114.26
2025-06-07,雪纺衬衫,女装,85.03,4,340.12,114.42,225.7
2025-06-07,口红套装,美妆,356.9,38,13562.2,7120.83,6441.37
2025-06-07,眼线笔,美妆,292.94,3,878.82,547.36,331.46
2025-06-07,卸妆油,美妆,260.02,5,1300.1,394.6,905.5
2025-06-07,无线蓝牙耳机,数码,456.46,5,2282.3,1330.27,952.03
2025-06-07,手机支架,数码,270.84,2,541.68,320.25,221.43
2025-06-07,USB-C 数据线,数码,120.71,47,5673.37,2409.06,3264.31
2025-06-07,乳胶枕头,家居,161.33,3,483.99,199.95,284.04
2025-06-07,遮光窗帘,家居,248.4,14,3477.6,1413.84,2063.76
2025-06-07,收纳箱三件套,家居,227.8,7,1594.6,833.51,761.09
2025-06-07,桌布套装,家居,57.78,42,2426.76,854.41,1572.35
2025-06-08,碎花连衣裙,女装,223.08,47,10484.76,3571.39,6913.37
2025-06-08,高腰阔腿裤,女装,239.72,3,719.16,390.66,328.5
2025-06-08,牛仔短裙,女装,144.48,22,3178.56,1744.5,1434.06
2025-06-08,雪纺衬衫,女装,495.35,49,24272.15,12940.37,11331.78
2025-06-08,防晒喷雾,美妆,271.1,10,2711.0,1286.78,1424.22
2025-06-08,眼线笔,美妆,365.42,44,16078.48,10376.49,5701.99
2025-06-08,卸妆油,美妆,259.66,10,2596.6,1272.89,1323.71
2025-06-08,快充充电器,数码,448.41,6,2690.46,933.31,1757.15
2025-06-08,手机支架,数码,342.92,23,7887.16,3796.98,4090.18
2025-06-08,USB-C 数据线,数码,154.45,17,2625.65,975.56,1650.09
2025-06-08,乳胶枕头,家居,353.75,6,2122.5,839.83,1282.67
2025-06-08,遮光窗帘,家居,135.3,48,6494.4,4525.66,1968.74
2025-06-08,香薰蜡烛,家居,452.17,16,7234.72,4473.97,2760.75
2025-06-08,桌布套装,家居,29.63,48,1422.24,987.86,434.38
2025-06-09,高腰阔腿裤,女装,109.6,26,2849.6,1685.63,1163.97
2025-06-09,牛仔短裙,女装,343.2,46,15787.2,5862.09,9925.11
2025-06-09,雪纺衬衫,女装,157.59,5,787.95,351.81,436.14
2025-06-09,防晒喷雾,美妆,398.17,7,2787.19,1803.1,984.09
2025-06-09,口红套装,美妆,160.4,46,7378.4,2410.08,4968.32
2025-06-09,眼线笔,美妆,295.2,37,10922.4,3279.02,7643.38
2025-06-09,卸妆油,美妆,37.06,13,481.78,321.37,160.41
2025-06-09,无线蓝牙耳机,数码,248.27,49,12165.23,6732.55,5432.68
2025-06-09,快充充电器,数码,473.19,19,8990.61,4090.58,4900.03
2025-06-09,手机支架,数码,80.89,28,2264.92,743.55,1521.37
2025-06-09,屏幕清洁套装,数码,154.94,45,6972.3,4119.29,2853.01
2025-06-09,乳胶枕头,家居,207.75,47,9764.25,6326.43,3437.82
2025-06-09,遮光窗帘,家居,263.78,27,7122.06,2233.11,4888.95
2025-06-09,收纳箱三件套,家居,337.86,1,337.86,221.21,116.65
2025-06-09,香薰蜡烛,家居,329.95,45,14847.75,5206.31,9641.44
2025-06-09,桌布套装,家居,447.62,36,16114.32,8851.9,7262.42
2025-06-10,碎花连衣裙,女装,440.77,3,1322.31,526.43,795.88
2025-06-10,高腰阔腿裤,女装,323.99,14,4535.86,1593.67,2942.19
2025-06-10,针织开衫,女装,441.68,29,12808.72,8038.11,4770.61
2025-06-10,牛仔短裙,女装,372.27,4,1489.08,828.68,660.4
2025-06-10,雪纺衬衫,女装,238.42,4,953.68,353.45,600.23
2025-06-10,保湿面霜,美妆,70.1,21,1472.1,526.9,945.2
2025-06-10,防晒喷雾,美妆,418.82,7,2931.74,1357.26,1574.48
2025-06-10,眼线笔,美妆,369.51,22,8129.22,3177.14,4952.08
2025-06-10,快充充电器,数码,415.73,30,12471.9,7655.27,4816.63
2025-06-10,USB-C 数据线,数码,253.62,34,8623.08,2809.05,5814.03
2025-06-10,屏幕清洁套装,数码,310.5,38,11799.0,3581.94,8217.06
2025-06-10,乳胶枕头,家居,162.06,13,2106.78,1340.77,766.01
2025-06-10,遮光窗帘,家居,63.16,41,2589.56,1754.71,834.85
2025-06-10,收纳箱三件套,家居,465.85,19,8851.15,5651.89,3199.26
2025-06-10,香薰蜡烛,家居,494.35,16,7909.6,2593.81,5315.79
2025-06-11,碎花连衣裙,女装,126.9,11,1395.9,922.41,473.49
2025-06-11,高腰阔腿裤,女装,449.76,19,8545.44,4454.09,4091.35
2025-06-11,针织开衫,女装,369.84,37,13684.08,4156.28,9527.8
2025-06-11,雪纺衬衫,女装,23.89,10,238.9,165.96,72.94
2025-06-11,保湿面霜,美妆,169.66,17,2884.22,1620.53,1263.69
2025-06-11,防晒喷雾,美妆,43.86,38,1666.68,522.01,1144.67
2025-06-11,口红套装,美妆,422.91,14,5920.74,1948.44,3972.3
2025-06-11,眼线笔,美妆,245.46,36,8836.56,5019.0,3817.56
2025-06-11,无线蓝牙耳机,数码,349.09,12,4189.08,1346.42,2842.66
2025-06-11,快充充电器,数码,315.65,39,12310.35,6538.22,5772.13
2025-06-11,手机支架,数码,401.36,4,1605.44,675.19,930.25
2025-06-11,屏幕清洁套装,数码,212.49,43,9137.07,5140.46,3996.61
2025-06-11,乳胶枕头,家居,126.75,6,760.5,269.2,491.3
2025-06-11,遮光窗帘,家居,368.18,28,10309.04,5287.75,5021.29
2025-06-12,碎花连衣裙,女装,27.13,18,488.34,194.34,294.0
2025-06-12,牛仔短裙,女装,279.5,38,10621.0,4978.79,5642.21
2025-06-12,防晒喷雾,美妆,27.87,13,362.31,212.46,149.85
2025-06-12,口红套装,美妆,218.47,29,6335.63,3394.04,2941.59
2025-06-12,眼线笔,美妆,18.15,11,199.65,115.65,84.0
2025-06-12,卸妆油,美妆,90.41,49,4430.09,1925.48,2504.61
2025-06-12,手机支架,数码,307.81,3,923.43,546.57,376.86
2025-06-12,USB-C 数据线,数码,486.96,25,12174.0,4035.93,8138.07
2025-06-12,乳胶枕头,家居,444.44,24,10666.56,5663.31,5003.25
2025-06-12,遮光窗帘,家居,37.22,15,558.3,340.13,218.17
2025-06-12,收纳箱三件套,家居,429.83,7,3008.81,1360.13,1648.68
2025-06-12,香薰蜡烛,家居,419.54,11,4614.94,2067.83,2547.11
2025-06-13,高腰阔腿裤,女装,84.81,30,2544.3,1139.72,1404.58
2025-06-13,针织开衫,女装,61.7,39,2406.3,1201.49,1204.81
2025-06-13,雪纺衬衫,女装,195.6,36,7041.6,4609.45,2432.15
2025-06-13,保湿面霜,美妆,206.06,4,824.24,527.8,296.44
2025-06-13,防晒喷雾,美妆,197.29,7,1381.03,503.03,878.0
2025-06-13,口红套装,美妆,77.42,25,1935.5,1043.02,892.48
2025-06-13,眼线笔,美妆,293.95,25,7348.75,2391.38,4957.37
2025-06-13,卸妆油,美妆,105.51,4,422.04,268.27,153.77
2025-06-13,快充充电器,数码,268.29,7,1878.03,1305.78,572.25
2025-06-13,手机支架,数码,332.18,42,13951.56,7976.12,5975.44
2025-06-13,屏幕清洁套装,数码,396.64,47,18642.08,8062.89,10579.19
2025-06-13,乳胶枕头,家居,355.06,11,3905.66,1369.07,2536.59
2025-06-13,收纳箱三件套,家居,440.05,18,7920.9,3542.39,4378.51
2025-06-13,桌布套装,家居,485.05,36,17461.8,9867.01,7594.79
2025-06-14,碎花连衣裙,女装,277.86,8,2222.88,823.95,1398.93
2025-06-14,防晒喷雾,美妆,494.9,45,22270.5,12329.07,9941.43
2025-06-14,口红套装,美妆,386.56,43,16622.08,7154.94,9467.14
2025-06-14,卸妆油,美妆,314.35,8,2514.8,1268.48,1246.32
2025-06-14,无线蓝牙耳机,数码,145.95,21,3064.95,1051.54,2013.41
2025-06-14,快充充电器,数码,485.24,3,1455.72,637.34,818.38
2025-06-14,USB-C 数据线,数码,107.43,9,966.87,389.98,576.89
2025-06-14,遮光窗帘,家居,411.1,28,11510.8,6721.67,4789.13
2025-06-14,收纳箱三件套,家居,351.94,42,14781.48,9232.5,5548.98
2025-06-14,香薰蜡烛,家居,243.38,30,7301.4,3913.47,3387.93
2025-06-14,桌布套装,家居,128.13,30,3843.9,2680.75,1163.15
2025-06-15,高腰阔腿裤,女装,54.71,22,1203.62,371.48,832.14
2025-06-15,针织开衫,女装,70.7,8,565.6,386.04,179.56
2025-06-15,牛仔短裙,女装,329.91,40,13196.4,4310.65,8885.75
2025-06-15,保湿面霜,美妆,89.75,49,4397.75,2581.13,1816.62
2025-06-15,口红套装,美妆,354.72,3,1064.16,392.55,671.61
2025-06-15,卸妆油,美妆,481.9,7,3373.3,1567.09,1806.21
2025-06-15,快充充电器,数码,395.18,45,17783.1,11568.49,6214.61
2025-06-15,手机支架,数码,335.45,41,13753.45,8153.29,5600.16
2025-06-15,USB-C 数据线,数码,326.98,38,12425.24,7023.94,5401.3
2025-06-15,屏幕清洁套装,数码,196.23,14,2747.22,1210.25,1536.97
2025-06-15,乳胶枕头,家居,23.2,32,742.4,434.02,308.38
2025-06-15,遮光窗帘,家居,116.81,25,2920.25,1851.96,1068.29
2025-06-15,香薰蜡烛,家居,56.89,25,1422.25,461.86,960.39
2025-06-15,桌布套装,家居,452.83,40,18113.2,11655.1,6458.1
2025-06-16,碎花连衣裙,女装,209.0,38,7942.0,4247.07,3694.93
2025-06-16,高腰阔腿裤,女装,322.75,10,3227.5,1721.85,1505.65
2025-06-16,针织开衫,女装,30.61,5,153.05,93.86,59.19
2025-06-16,牛仔短裙,女装,41.41,2,82.82,29.33,53.49
2025-06-16,雪纺衬衫,女装,270.97,46,12464.62,8398.76,4065.86
2025-06-16,防晒喷雾,美妆,247.19,10,2471.9,1207.0,1264.9
2025-06-16,口红套装,美妆,237.9,45,10705.5,5542.98,5162.52
2025-06-16,无线蓝牙耳机,数码,392.57,18,7066.26,2553.23,4513.03
2025-06-16,快充充电器,数码,440.18,39,17167.02,7454.5,9712.52
2025-06-16,手机支架,数码,104.12,20,2082.4,921.78,1160.62
2025-06-16,USB-C 数据线,数码,417.09,38,15849.42,6328.09,9521.33
2025-06-16,屏幕清洁套装,数码,360.19,44,15848.36,6746.02,9102.34
2025-06-16,乳胶枕头,家居,408.69,24,9808.56,5140.08,4668.48
2025-06-16,遮光窗帘,家居,379.34,37,14035.58,7789.86,6245.72
2025-06-16,收纳箱三件套,家居,364.22,13,4734.86,1545.11,3189.75
2025-06-16,桌布套装,家居,99.5,1,99.5,56.64,42.86
2025-06-17,碎花连衣裙,女装,223.64,30,6709.2,3544.58,3164.62
2025-06-17,针织开衫,女装,313.55,27,8465.85,4770.09,3695.76
2025-06-17,牛仔短裙,女装,15.3,31,474.3,279.62,194.68
2025-06-17,保湿面霜,美妆,168.06,28,4705.68,1844.71,2860.97
2025-06-17,防晒喷雾,美妆,189.15,16,3026.4,948.19,2078.21
2025-06-17,口红套装,美妆,348.49,39,13591.11,5936.13,7654.98
2025-06-17,眼线笔,美妆,110.05,47,5172.35,3444.69,1727.66
2025-06-17,无线蓝牙耳机,数码,190.98,25,4774.5,2403.11,2371.39
2025-06-17,快充充电器,数码,62.09,15,931.35,624.75,306.6
2025-06-17,手机支架,数码,121.0,48,5808.0,1998.29,3809.71
2025-06-17,USB-C 数据线,数码,186.23,19,3538.37,2305.81,1232.56
2025-06-17,屏幕清洁套装,数码,407.42,17,6926.14,3066.74,3859.4
2025-06-17,乳胶枕头,家居,249.71,37,9239.27,5653.19,3586.08
2025-06-17,收纳箱三件套,家居,402.81,39,15709.59,5428.83,10280.76
2025-06-17,香薰蜡烛,家居,199.24,17,3387.08,2319.94,1067.14
2025-06-17,桌布套装,家居,285.65,29,8283.85,2535.49,5748.36
2025-06-18,碎花连衣裙,女装,78.97,46,3632.62,1866.86,1765.76
2025-06-18,高腰阔腿裤,女装,260.08,46,11963.68,7235.56,4728.12
2025-06-18,牛仔短裙,女装,438.7,7,3070.9,1526.95,1543.95
2025-06-18,保湿面霜,美妆,284.93,33,9402.69,3403.46,5999.23
2025-06-18,卸妆油,美妆,94.07,9,846.63,273.16,573.47
2025-06-18,无线蓝牙耳机,数码,469.16,45,21112.2,9185.93,11926.27
2025-06-18,快充充电器,数码,146.88,42,6168.96,1886.54,4282.42
2025-06-18,手机支架,数码,450.89,41,18486.49,6567.76,11918.73
2025-06-18,USB-C 数据线,数码,100.17,26,2604.42,1609.52,994.9
2025-06-18,屏幕清洁套装,数码,309.92,2,619.84,276.78,343.06
2025-06-18,收纳箱三件套,家居,71.48,8,571.84,223.19,348.65
2025-06-18,香薰蜡烛,家居,243.78,43,10482.54,4483.46,5999.08
2025-06-18,桌布套装,家居,390.3,24,9367.2,4392.48,4974.72
2025-06-19,高腰阔腿裤,女装,68.59,49,3360.91,1753.53,1607.38
2025-06-19,针织开衫,女装,344.73,49,16891.77,10040.02,6851.75
2025-06-19,雪纺衬衫,女装,320.77,33,10585.41,4103.62,6481.79
2025-06-19,保湿面霜,美妆,153.69,24,3688.56,1696.85,1991.71
2025-06-19,眼线笔,美妆,197.39,50,9869.5,4375.6,5493.9
2025-06-19,卸妆油,美妆,481.5,40,19260.0,10556.69,8703.31
2025-06-19,无线蓝牙耳机,数码,348.63,40,13945.2,5334.09,8611.11
2025-06-19,快充充电器,数码,46.8,17,795.6,410.74,384.86
2025-06-19,手机支架,数码,80.78,15,1211.7,521.6,690.1
2025-06-19,USB-C 数据线,数码,480.68,32,15381.76,8878.47,6503.29
2025-06-19,屏幕清洁套装,数码,198.84,50,9942.0,5728.16,4213.84
2025-06-19,遮光窗帘,家居,20.65,6,123.9,79.48,44.42
2025-06-19,收纳箱三件套,家居,162.2,4,648.8,374.49,274.31
2025-06-19,香薰蜡烛,家居,337.02,28,9436.56,6055.41,3381.15
2025-06-19,桌布套装,家居,245.61,49,12034.89,5663.25,6371.64
2025-06-20,碎花连衣裙,女装,144.09,41,5907.69,3877.37,2030.32
2025-06-20,高腰阔腿裤,女装,386.95,22,8512.9,2843.95,5668.95
2025-06-20,针织开衫,女装,343.08,6,2058.48,1383.53,674.95
2025-06-20,牛仔短裙,女装,62.78,23,1443.94,617.62,826.32
2025-06-20,保湿面霜,美妆,174.53,39,6806.67,4473.84,2332.83
2025-06-20,防晒喷雾,美妆,58.14,5,290.7,167.81,122.89
2025-06-20,口红套装,美妆,400.01,42,16800.42,10636.73,6163.69
2025-06-20,卸妆油,美妆,402.4,28,11267.2,6535.27,4731.93
2025-06-20,快充充电器,数码,146.48,45,6591.6,3509.85,3081.75
2025-06-20,USB-C 数据线,数码,274.05,8,2192.4,1018.82,1173.58
2025-06-20,屏幕清洁套装,数码,352.55,8,2820.4,1808.65,1011.75
2025-06-20,乳胶枕头,家居,483.71,32,15478.72,7286.87,8191.85
2025-06-20,遮光窗帘,家居,272.93,44,12008.92,4203.65,7805.27
2025-06-20,收纳箱三件套,家居,265.55,6,1593.3,1024.5,568.8
2025-06-20,香薰蜡烛,家居,87.86,23,2020.78,613.52,1407.26
2025-06-20,桌布套装,家居,214.31,42,9001.02,5684.33,3316.69
2025-06-21,高腰阔腿裤,女装,93.54,15,1403.1,888.22,514.88
2025-06-21,牛仔短裙,女装,280.92,30,8427.6,4994.1,3433.5
2025-06-21,雪纺衬衫,女装,320.03,38,12161.14,6862.01,5299.13
2025-06-21,保湿面霜,美妆,149.68,45,6735.6,4671.4,2064.2
2025-06-21,防晒喷雾,美妆,28.75,17,488.75,153.0,335.75
2025-06-21,口红套装,美妆,472.58,23,10869.34,5938.31,4931.03
2025-06-21,眼线笔,美妆,396.05,49,19406.45,10857.41,8549.04
2025-06-21,卸妆油,美妆,29.29,11,322.19,157.24,164.95
2025-06-21,无线蓝牙耳机,数码,493.29,48,23677.92,14860.62,8817.3
2025-06-21,快充充电器,数码,99.81,30,2994.3,2014.51,979.79
2025-06-21,手机支架,数码,467.1,13,6072.3,4196.76,1875.54
2025-06-21,USB-C 数据线,数码,250.14,36,9005.04,5503.04,3502.0
2025-06-21,屏幕清洁套装,数码,495.08,32,15842.56,5498.09,10344.47
2025-06-21,乳胶枕头,家居,331.02,28,9268.56,5857.37,3411.19
2025-06-21,遮光窗帘,家居,498.5,33,16450.5,9172.67,7277.83
2025-06-21,收纳箱三件套,家居,269.01,20,5380.2,3605.44,1774.76
